query_id,text,灾种,查询类型,风险等级_L0_L3,是否C3回退,gold_evidence_ids,必需行动,禁止行动,source_group_id,证据空白,预期域外空白,标注状态,标注版本,正式训练资格,备注
pilot_legacy_clean_0069,我胳膊被卡住了,earthquake_building_safety,clean_control,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_clean_0069,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_clean_0075,我撞到头了,injury_first_aid,clean_control,2,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""保持相对静止并观察意识和呕吐等危险征象"", ""出现危险征象时拨打120""]","[""不要随意搬动疑似头部损伤者""]",pilot_legacy_clean_0075,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_clean_0084,头被碰到，现在很晕,injury_first_aid,clean_control,2,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""保持相对静止并观察意识和呕吐等危险征象"", ""出现危险征象时拨打120""]","[""不要随意搬动疑似头部损伤者""]",pilot_legacy_clean_0084,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_clean_0095,这里有冷风，我浑身很冷,extreme_weather_exposure,clean_control,2,false,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""转移到温暖干燥处并脱去湿衣物保暖""]","[""避免直接使用高温热源快速烫热""]",pilot_legacy_clean_0095,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_clean_0097,这里地上都是水，我一直发抖,extreme_weather_exposure,clean_control,2,false,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""转移到温暖干燥处并脱去湿衣物保暖"", ""确认安全饮水来源并联系救援""]","[""避免直接使用高温热源快速烫热"", ""不要饮用生水、污染水或来源不明的水""]",pilot_legacy_clean_0097,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_clean_0104,我很害怕，不知道该怎么办,cross_disaster_support,clean_control,1,true,"[""NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001""]","[""先稳定情绪并联系可信任人员或专业支持""]","[""不要把支持性沟通表述成诊断或治疗""]",pilot_legacy_clean_0104,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_clean_0106,我快崩溃了，不知道该怎么办,cross_disaster_support,clean_control,1,true,"[""NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001""]","[""先稳定情绪并联系可信任人员或专业支持""]","[""不要把支持性沟通表述成诊断或治疗""]",pilot_legacy_clean_0106,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_clean_0109,我出不去,earthquake_building_safety,clean_control,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_clean_0109,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_clean_0125,墙还在裂,earthquake_building_safety,clean_control,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_clean_0125,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_clean_0129,刚停下来又有东西掉下来,earthquake_building_safety,clean_control,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_clean_0129,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_clean_0133,我没吃的,extreme_weather_exposure,clean_control,1,true,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""补充地点、对象、现场危险和可用资源后再决定行动""]",[],pilot_legacy_clean_0133,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_clean_0134,我嘴很干没水,extreme_weather_exposure,clean_control,1,true,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""确认安全饮水来源并联系救援""]","[""不要饮用生水、污染水或来源不明的水""]",pilot_legacy_clean_0134,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_clean_0138,我被困很久了，没力气,earthquake_building_safety,clean_control,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_clean_0138,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_clean_0140,手机电量很低,operational_constraint,clean_control,0,true,"[""MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001""]","[""节约电量并准备替代通信或求救方式""]",[],pilot_legacy_clean_0140,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_clean_0141,手机快关机了,operational_constraint,clean_control,0,true,"[""MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001""]","[""节约电量并准备替代通信或求救方式""]",[],pilot_legacy_clean_0141,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0043,周围很闷，我呼吸困难，手机快没电了,cross_disaster_health,multi_intent,3,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""立即转移到相对安全空气环境"", ""尽快拨打120或寻求现场专业救援"", ""节约电量并准备替代通信或求救方式""]","[""不在信息不足时进行无把握的侵入性操作""]",pilot_legacy_multi_0043,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0044,周围很闷，我呼吸困难，手机只剩一点电,cross_disaster_health,multi_intent,3,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""立即转移到相对安全空气环境"", ""尽快拨打120或寻求现场专业救援"", ""节约电量并准备替代通信或求救方式""]","[""不在信息不足时进行无把握的侵入性操作""]",pilot_legacy_multi_0044,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0064,我很害怕，因为伤口一直流血,injury_first_aid,multi_intent,2,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""对出血部位持续直接压迫止血"", ""严重或持续出血时拨打120""]","[""不要反复揭开敷料查看出血""]",pilot_legacy_multi_0064,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0075,手上血止不住，我脑子很乱,injury_first_aid,multi_intent,2,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""对出血部位持续直接压迫止血"", ""严重或持续出血时拨打120""]","[""不要反复揭开敷料查看出血""]",pilot_legacy_multi_0075,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0164,我头晕想吐，还出了很多血,injury_first_aid,multi_intent,2,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""对出血部位持续直接压迫止血"", ""严重或持续出血时拨打120"", ""保持相对静止并观察意识和呕吐等危险征象"", ""出现危险征象时拨打120""]","[""不要反复揭开敷料查看出血"", ""不要随意搬动疑似头部损伤者""]",pilot_legacy_multi_0164,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0165,我头晕想吐，还血止不住,injury_first_aid,multi_intent,3,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""对出血部位持续直接压迫止血"", ""严重或持续出血时拨打120"", ""保持相对静止并观察意识和呕吐等危险征象"", ""出现危险征象时拨打120""]","[""不要反复揭开敷料查看出血"", ""不要随意搬动疑似头部损伤者""]",pilot_legacy_multi_0165,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0199,上面在掉东西，我还被困着,earthquake_building_safety,multi_intent,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_multi_0199,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0211,又有余震，我腿很疼,earthquake_building_safety,multi_intent,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_multi_0211,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0218,上面还在掉东西，我胳膊肿了,earthquake_building_safety,multi_intent,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_multi_0218,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0232,我没水，手机也快没电,extreme_weather_exposure,multi_intent,1,true,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""确认安全饮水来源并联系救援"", ""节约电量并准备替代通信或求救方式""]","[""不要饮用生水、污染水或来源不明的水""]",pilot_legacy_multi_0232,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0235,我没吃的，手机也快没电,extreme_weather_exposure,multi_intent,1,true,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""节约电量并准备替代通信或求救方式""]",[],pilot_legacy_multi_0235,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0236,我没吃的，手机也电量很低,extreme_weather_exposure,multi_intent,1,true,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""节约电量并准备替代通信或求救方式""]",[],pilot_legacy_multi_0236,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0237,我没吃的，手机也快关机,extreme_weather_exposure,multi_intent,1,true,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""节约电量并准备替代通信或求救方式""]",[],pilot_legacy_multi_0237,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0248,我很渴，身上还湿透了,extreme_weather_exposure,multi_intent,2,true,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""转移到温暖干燥处并脱去湿衣物保暖"", ""确认安全饮水来源并联系救援""]","[""避免直接使用高温热源快速烫热"", ""不要饮用生水、污染水或来源不明的水""]",pilot_legacy_multi_0248,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0249,我很渴，身上还冷得发抖,extreme_weather_exposure,multi_intent,2,true,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""转移到温暖干燥处并脱去湿衣物保暖"", ""确认安全饮水来源并联系救援""]","[""避免直接使用高温热源快速烫热"", ""不要饮用生水、污染水或来源不明的水""]",pilot_legacy_multi_0249,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0250,我没水，身上还很冷,extreme_weather_exposure,multi_intent,2,true,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""转移到温暖干燥处并脱去湿衣物保暖"", ""确认安全饮水来源并联系救援""]","[""避免直接使用高温热源快速烫热"", ""不要饮用生水、污染水或来源不明的水""]",pilot_legacy_multi_0250,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0256,我很渴，现在很害怕,extreme_weather_exposure,multi_intent,1,true,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""确认安全饮水来源并联系救援""]","[""不要饮用生水、污染水或来源不明的水""]",pilot_legacy_multi_0256,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0262,我没吃的，现在很害怕,extreme_weather_exposure,multi_intent,1,true,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""补充地点、对象、现场危险和可用资源后再决定行动""]",[],pilot_legacy_multi_0262,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0267,我头晕想吐，现在特别想哭,injury_first_aid,multi_intent,2,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""保持相对静止并观察意识和呕吐等危险征象"", ""出现危险征象时拨打120""]","[""不要随意搬动疑似头部损伤者""]",pilot_legacy_multi_0267,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0282,我很崩溃，还眼前发黑,cross_disaster_support,multi_intent,1,true,"[""NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001""]","[""先稳定情绪并联系可信任人员或专业支持""]","[""不要把支持性沟通表述成诊断或治疗""]",pilot_legacy_multi_0282,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0284,我头晕想吐，手机电量很低,injury_first_aid,multi_intent,2,false,"[""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001"", ""SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001""]","[""保持相对静止并观察意识和呕吐等危险征象"", ""出现危险征象时拨打120"", ""节约电量并准备替代通信或求救方式""]","[""不要随意搬动疑似头部损伤者""]",pilot_legacy_multi_0284,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0298,我卡住了，还头很晕,earthquake_building_safety,multi_intent,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""保持相对静止并观察意识和呕吐等危险征象"", ""出现危险征象时拨打120"", ""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要随意搬动疑似头部损伤者"", ""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_multi_0298,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0300,我卡住了，还撞到头后有点想吐,earthquake_building_safety,multi_intent,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""保持相对静止并观察意识和呕吐等危险征象"", ""出现危险征象时拨打120"", ""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救""]","[""不要随意搬动疑似头部损伤者"", ""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_multi_0300,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0311,我腿被压住了，手机电量低,earthquake_building_safety,multi_intent,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救"", ""节约电量并准备替代通信或求救方式""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_multi_0311,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0312,我腿被压住了，手机快关机,earthquake_building_safety,multi_intent,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救"", ""节约电量并准备替代通信或求救方式""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_multi_0312,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0314,我胳膊被卡住了，手机电量低,earthquake_building_safety,multi_intent,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救"", ""节约电量并准备替代通信或求救方式""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_multi_0314,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0318,我身体被重物压着，手机快关机,earthquake_building_safety,multi_intent,2,false,"[""MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001"", ""NHC_HEALTH_LITERACY_2024_CURATED_V01_p049_001""]","[""优先确认现场是否仍有坠落或坍塌危险"", ""通过电话或替代方式求救"", ""节约电量并准备替代通信或求救方式""]","[""不要在未确认安全时盲目搬移重物或返回危险区域""]",pilot_legacy_multi_0318,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0319,我很冷，手机快没电,extreme_weather_exposure,multi_intent,2,false,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""转移到温暖干燥处并脱去湿衣物保暖"", ""节约电量并准备替代通信或求救方式""]","[""避免直接使用高温热源快速烫热""]",pilot_legacy_multi_0319,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0324,我冷得发抖，手机快关机,extreme_weather_exposure,multi_intent,2,false,"[""BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001"", ""NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001""]","[""转移到温暖干燥处并脱去湿衣物保暖"", ""节约电量并准备替代通信或求救方式""]","[""避免直接使用高温热源快速烫热""]",pilot_legacy_multi_0324,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
pilot_legacy_multi_0328,我很害怕，手机也快没电,cross_disaster_support,multi_intent,1,true,"[""NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001""]","[""节约电量并准备替代通信或求救方式"", ""先稳定情绪并联系可信任人员或专业支持""]","[""不要把支持性沟通表述成诊断或治疗""]",pilot_legacy_multi_0328,false,false,adjudicated,expansion96-review-v0.1,false,预审结果；协议许可、版本和专家复核完成前不得进入正式数据
