query_id,query_text,source_group_id,reviewer_A_L0_L3,reviewer_A_should_fallback,reviewer_A_evidence_ids,reviewer_A_notes,reviewer_B_L0_L3,reviewer_B_should_fallback,reviewer_B_evidence_ids,reviewer_B_notes,adjudicated_L0_L3,adjudicated_should_fallback,adjudicated_evidence_ids,adjudicated_required_actions,adjudicated_prohibited_actions,adjudication_notes,formal_training_eligible,annotation_status,data_status,final_evaluation_eligible,evidence_gap_flag,annotation_version,evidence_binding_status,disaster_type_label,query_type_label,split_scope
pilot_legacy_clean_0069,我胳膊被卡住了,crush_or_entrapment|BJWJW_CRUSH_INJURY_2019+MEM_EARTHQUAKE_FIRST_AID_2019|2019-04-01+curated-v0.1+2019-08-17+curated-v0.1,L2,false,BJWJW_CRUSH_INJURY_2019_CURATED_V01_crush_injury_public_response_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,依据显式线索：crush,L2,false,BJWJW_CRUSH_INJURY_2019_CURATED_V01_crush_injury_public_response_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,依据显式线索：crush,L2,false,BJWJW_CRUSH_INJURY_2019_CURATED_V01_crush_injury_public_response_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,先确认现场和施救安全|呼叫专业救援并说明压迫时长和部位,不要独自强行移开大型重物|不要因没有开放伤口忽视挤压伤,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,挤压,development
pilot_legacy_clean_0075,我撞到头了,head_injury|NHC_HEALTH_LITERACY_2024+SHQP_HEAD_TRAUMA_2018|2018-06-21+curated-v0.1+2024+curated-v0.1,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_red_flags_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001,依据显式线索：head,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001,依据显式线索：head,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_red_flags_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001,停止活动并观察意识、呕吐和症状变化|症状加重时立即拨打120,不要随意搬动疑似严重头部损伤者,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,头部或意识,development
pilot_legacy_clean_0084,头被碰到，现在很晕,head_injury|NHC_HEALTH_LITERACY_2024+SHQP_HEAD_TRAUMA_2018|2018-06-21+curated-v0.1+2024+curated-v0.1,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_red_flags_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001,依据显式线索：head,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001,依据显式线索：head,L2,false,SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_red_flags_001|SHQP_HEAD_TRAUMA_2018_CURATED_V01_head_injury_assess_call_no_move_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001,停止活动并观察意识、呕吐和症状变化|症状加重时立即拨打120,不要随意搬动疑似严重头部损伤者,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,头部或意识,development
pilot_legacy_clean_0095,这里有冷风，我浑身很冷,cold_exposure|BJWJW_HYPOTHERMIA_2022|2022-10-24+curated-v0.1,L2,false,BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001,依据显式线索：cold,L2,false,BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001,依据显式线索：cold,L2,false,BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001,转移到温暖干燥处并脱去湿衣|逐步保暖并监测意识和呼吸,不要饮酒取暖|不要直接用过热物体加热皮肤,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,极端低温,低温,development
pilot_legacy_clean_0097,这里地上都是水，我一直发抖,cold_exposure|BJWJW_HYPOTHERMIA_2022|2022-10-24+curated-v0.1,L2,false,BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001,依据显式线索：cold,L2,false,BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001,依据显式线索：cold,L2,false,BJWJW_HYPOTHERMIA_2022_CURATED_V01_hypothermia_public_first_aid_001,转移到温暖干燥处并脱去湿衣|逐步保暖并监测意识和呼吸,不要饮酒取暖|不要直接用过热物体加热皮肤,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,极端低温,低温,development
pilot_legacy_clean_0104,我很害怕，不知道该怎么办,psychological_distress|NHC_PSYCHOLOGICAL_HOTLINE_2021|试行+curated-v0.1,L1,true,NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p007_001,依据显式线索：psych,L1,true,NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p007_001,依据显式线索：psych,L1,true,NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p007_001,使用倾听、澄清和稳定技术|评估即时危险并转接专业支持,不要把支持性沟通表述成诊断或治疗,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,心理支持,development
pilot_legacy_clean_0106,我快崩溃了，不知道该怎么办,psychological_distress|NHC_PSYCHOLOGICAL_HOTLINE_2021|试行+curated-v0.1,L1,true,NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p007_001,依据显式线索：psych,L1,true,NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p007_001,依据显式线索：psych,L1,true,NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p007_001,使用倾听、澄清和稳定技术|评估即时危险并转接专业支持,不要把支持性沟通表述成诊断或治疗,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,心理支持,development
pilot_legacy_clean_0109,我出不去,collapse_or_aftershock|MEM_EARTHQUAKE_SAFETY_2025+NHC_HEALTH_LITERACY_2024|2024+curated-v0.1+2025-05-12+curated-v0.1,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002,依据显式线索：collapse,L1,true,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002|MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001,依据显式线索：collapse；边界判断不同，提交仲裁,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002|MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001,避开裂缝和掉落物并保护头部|保存体力并有节奏发出求救信号,不要盲目返回或穿越仍在坍塌的区域,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,地震,出血/休克,development
pilot_legacy_clean_0125,墙还在裂,collapse_or_aftershock|MEM_EARTHQUAKE_SAFETY_2025+NHC_HEALTH_LITERACY_2024|2024+curated-v0.1+2025-05-12+curated-v0.1,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002,依据显式线索：collapse,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002|MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001,依据显式线索：collapse,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002|MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001,避开裂缝和掉落物并保护头部|保存体力并有节奏发出求救信号,不要盲目返回或穿越仍在坍塌的区域,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,地震,出血/休克,development
pilot_legacy_clean_0129,刚停下来又有东西掉下来,collapse_or_aftershock|MEM_EARTHQUAKE_SAFETY_2025+NHC_HEALTH_LITERACY_2024|2024+curated-v0.1+2025-05-12+curated-v0.1,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002,依据显式线索：collapse,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002|MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001,依据显式线索：collapse,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002|MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001,避开裂缝和掉落物并保护头部|保存体力并有节奏发出求救信号,不要盲目返回或穿越仍在坍塌的区域,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,地震,出血/休克,development
pilot_legacy_clean_0133,我没吃的,resource_deprivation|MEM_FLOOD_PREPAREDNESS_2026+NHC_DISASTER_ENV_HEALTH_2019|2019版+curated-v0.1+2026-06-23+curated-v0.1,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：resource,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：resource,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,补充地点、被困时长和可用饮水食物|联系救援并优先使用安全饮水,不要饮用生水、污染水或来源不明的水,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,缺水,development
pilot_legacy_clean_0134,我嘴很干没水,resource_deprivation|MEM_FLOOD_PREPAREDNESS_2026+NHC_DISASTER_ENV_HEALTH_2019|2019版+curated-v0.1+2026-06-23+curated-v0.1,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：resource,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：resource,L1,true,NHC_DISASTER_ENV_HEALTH_2019_CURATED_V01_p007_001|MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,补充地点、被困时长和可用饮水食物|联系救援并优先使用安全饮水,不要饮用生水、污染水或来源不明的水,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,缺水,development
pilot_legacy_clean_0138,我被困很久了，没力气,collapse_or_aftershock|MEM_EARTHQUAKE_SAFETY_2025+NHC_HEALTH_LITERACY_2024|2024+curated-v0.1+2025-05-12+curated-v0.1,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002,依据显式线索：collapse,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002|MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001,依据显式线索：collapse,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_001|NHC_HEALTH_LITERACY_2024_CURATED_V01_p055_002|MEM_EARTHQUAKE_SAFETY_2025_CURATED_V01_earthquake_warning_action_001,避开裂缝和掉落物并保护头部|保存体力并有节奏发出求救信号,不要盲目返回或穿越仍在坍塌的区域,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,地震,出血/休克,development
pilot_legacy_clean_0140,手机电量很低,low_battery_communication|MEM_FLOOD_PREPAREDNESS_2026|2026-06-23+curated-v0.1,L0,true,MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：operational,L0,true,MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：operational,L0,true,MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,立即发送位置和当前险情|启用省电并改用短信或替代通信,不要把剩余电量消耗在非必要生成上,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,低电量,development
pilot_legacy_clean_0141,手机快关机了,low_battery_communication|MEM_FLOOD_PREPAREDNESS_2026|2026-06-23+curated-v0.1,L0,true,MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：operational,L0,true,MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,依据显式线索：operational,L0,true,MEM_FLOOD_PREPAREDNESS_2026_CURATED_V01_three_outages_preparedness_communication_001,立即发送位置和当前险情|启用省电并改用短信或替代通信,不要把剩余电量消耗在非必要生成上,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,低电量,development
pilot_legacy_multi_0043,周围很闷，我呼吸困难，手机快没电了,respiratory_distress|NHC_HEALTH_LITERACY_2024|2024+curated-v0.1,L3,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001,依据显式线索：respiratory,L3,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001,依据显式线索：respiratory,L3,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001,在安全可行时远离烟尘或有害暴露|立即拨打120或请他人呼救,不要因手机低电量延误求救|不要继续停留在烟尘暴露处,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,呼吸困难,development
pilot_legacy_multi_0044,周围很闷，我呼吸困难，手机只剩一点电,respiratory_distress|NHC_HEALTH_LITERACY_2024|2024+curated-v0.1,L3,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001,依据显式线索：respiratory,L3,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001,依据显式线索：respiratory,L3,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p050_001,在安全可行时远离烟尘或有害暴露|立即拨打120或请他人呼救,不要因手机低电量延误求救|不要继续停留在烟尘暴露处,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,呼吸困难,development
pilot_legacy_multi_0064,我很害怕，因为伤口一直流血,severe_bleeding+psychological_distress|MEM_EARTHQUAKE_FIRST_AID_2019+NHC_HEALTH_LITERACY_2024+NHC_PSYCHOLOGICAL_HOTLINE_2021|2019-04-01+curated-v0.1+2024+curated-v0.1+试行+curated-v0.1,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p052_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,依据显式线索：bleeding、severe_bleeding、psych,L2,false,MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001,依据显式线索：bleeding、severe_bleeding、psych,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p052_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p007_001,对出血部位持续直接压迫止血|严重或持续出血时拨打120|使用倾听、澄清和稳定技术|评估即时危险并转接专业支持,不要反复揭开敷料查看出血|不要轻易拔出伤口异物|不要把支持性沟通表述成诊断或治疗,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,出血/休克,development
pilot_legacy_multi_0075,手上血止不住，我脑子很乱,severe_bleeding+psychological_distress|MEM_EARTHQUAKE_FIRST_AID_2019+NHC_HEALTH_LITERACY_2024+NHC_PSYCHOLOGICAL_HOTLINE_2021|2019-04-01+curated-v0.1+2024+curated-v0.1+试行+curated-v0.1,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p052_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001,依据显式线索：bleeding、severe_bleeding、psych,L2,false,MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001,依据显式线索：bleeding、severe_bleeding、psych,L2,false,NHC_HEALTH_LITERACY_2024_CURATED_V01_p052_001|MEM_EARTHQUAKE_FIRST_AID_2019_CURATED_V01_earthquake_bleeding_fracture_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p006_001|NHC_PSYCHOLOGICAL_HOTLINE_2021_CURATED_V01_p007_001,对出血部位持续直接压迫止血|严重或持续出血时拨打120|使用倾听、澄清和稳定技术|评估即时危险并转接专业支持,不要反复揭开敷料查看出血|不要轻易拔出伤口异物|不要把支持性沟通表述成诊断或治疗,按否定范围、直接危险优先级和证据适用性仲裁,false,adjudicated,development_gold,false,false,formal96-v1.1,adjudicated,综合/不明,出血/休克,development
